episode,min_ttc,max_deceleration,mean_jerk,std_jerk,merge_speed,critical_ttc_ratio,ttc_under_4_ratio,success,collision
0,0.2959853410720825,-2.9992127418518066,-0.053991179133570474,3.4204914970563562,5.786489486694336,0.05555555555555555,0.08333333333333333,True,False
1,9.337849766606551,-3.2071754932403564,-0.1311978530660968,4.387906209097424,6.430256366729736,0.0,0.0,True,False
